op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Ziepniekkalns,Valdeķu 60,4,79,6,9,602,Panel,All amenities,72000,56.90156125,24.09542465
For sale,centrs,Lāčplēša 48,3,59.8,3,6,P. kara,Brick,All amenities,74750,56.9524263,24.1287007
For sale,Maskavas priekšpilsēta,Maskavas 182,2,48,6,9,467,Panel,All amenities,35000,56.9228069,24.1703845
For rent,Purvciems,Staiceles 11,1,36,5,9,602,Panel,All amenities,30,56.95757025,24.17155547
For rent,Pļavnieki,Ilūkstes 4,1,40,3,5,103,Panel-Brick,All amenities,30,56.93391825,24.19611306
For sale,Imanta,Kurzemes pr. 52,2,50,4,5,LT proj.,Panel,All amenities,41800,NaN,NaN
For rent,centrs,Rūpniecības 34a,5,158,3,6,Jaun.,Masonry,All amenities,1500,56.9659754,24.1046278
Buying,Ķengarags,,4,,,,,,,,46.3144754,11.0480288
For sale,centrs,Zvaigžņu 13c,1,27,2,5,P. kara,Brick,All amenities,22500,56.960182,24.1473114
For sale,centrs,Blaumaņa 12,3,62.3,2,6,Renov.,Brick,All amenities,161980,56.9548306,24.1221141
For rent,centrs,Skolas 36,1,36,1,4,P. kara,Brick,All amenities,45,48.2969502,-100.7081938
For sale,centrs,Avotu 65a,1,27,1,2,P. kara,Wood,All amenities,23500,56.9533468,24.1435411
For sale,Maskavas priekšpilsēta,M. Lubānas 18,1,27,2,2,P. kara,Wood,All amenities,14800,56.9348571,24.1665681
For sale,Imanta,M. Krūmu 1,3,59,4,5,LT proj.,Panel,All amenities,62000,56.9572544,24.00220515
For sale,Vecmīlgrāvis,Emmas 10,2,68,1,3,Staļina,Brick,All amenities,19000,57.0289807,24.1100786
For sale,Ķengarags,Maskavas 258/6,1,30,1,5,LT proj.,Panel,All amenities,29500,56.94462625,24.11289204
For sale,Zolitūde,Gramzdas 17,4,90,4,9,119,Panel,All amenities,95000,56.94490875,24.00897532
For sale,Pļavnieki,Ilūkstes 101,1,37,3,5,103,Brick,All amenities,33000,56.9521699,24.1956953
For sale,Imanta,Anniņmuižas bulvāris 43,3,95,8,24,Jaun.,Masonry,All amenities,180000,56.9590306,24.01388704
For sale,Iļģuciems,Buļļu 42 b,3,82,9,10,119,Panel,All amenities,77500,56.965298,24.0573721
For sale,centrs,Strēlnieku 7,2,57,5,7,Jaun.,Masonry,All amenities,162000,56.9596279,24.1079909
For sale,Vecrīga,Peitavas 5,3,78,5,5,Renov.,Brick,All amenities,220000,56.9462191,24.1099153
Buying,Jugla,,6,,,,,,,,46.3144754,11.0480288
For rent,Zolitūde,Jūrkalnes 87,4,136,2,5,Jaun.,Panel-Brick,All amenities,1100,56.93640045,24.01762899
For sale,Mežciems,Kaivas 50,3,92,2,5,Jaun.,Brick-Panel,All amenities,136000,56.95546705,24.24181865
Renting,centrs,,3,60,2,,,,All amenities,,46.3144754,11.0480288
For sale,Purvciems,Pūces 43,2,86,6,9,Jaun.,Panel,All amenities,99000,56.95305905,24.18957842
For rent,Mežciems,Druvienas 36,2,50,7,9,602,Panel,All amenities,290,56.970495,24.23270761
For sale,Ķengarags,Prūšu 4,2,44,3,5,Jaun.,Panel,All amenities,55372,56.9146747,24.18150793
For sale,centrs,Valdemāra 105,2,46,2,5,Specpr.,Brick-Panel,All amenities,58000,56.96543915,24.12777842
For sale,centrs,Miera 57a,2,92,5,5,Jaun.,Masonry,All amenities,172800,56.96762275,24.13416709
For sale,centrs,Miera 57a,2,97,2,4,Jaun.,Masonry,All amenities,168000,56.96762275,24.13416709
For sale,Mežciems,Hipokrāta 47,4,77,7,9,602,Panel,All amenities,69500,56.96138255,24.23561975
For sale,centrs,Lienes 25,1,38,1,2,P. kara,Wood,All amenities,35000,56.9520814,24.14965264
For sale,Ķengarags,Maltas 22,2,38,4,5,LT proj.,Panel,All amenities,38000,56.90997115,24.18333842
For sale,Pļavnieki,Salnas 7,2,51,3,9,602,Panel,All amenities,46500,56.9426158,24.2218763
For rent,Imanta,Dubultu 23,2,50,4,5,LT proj.,Panel,All amenities,300,56.9573366,24.00499422
For sale,Sarkandaugava,Sarkandaugavas 3,2,44,1,5,Staļina,Brick,All amenities,34000,56.9963311,24.12442586
For rent,Dārzciems,Zeltiņu 20,3,63,2,9,602,Panel,All amenities,240,56.94682325,24.16912911
For sale,Mežciems,Biķernieku 226,3,60,3,5,LT proj.,Brick,All amenities,55000,56.95822195,24.29356955
For sale,Dzegužkalns,Daugavgrīvas 68a,2,66,2,5,Staļina,Masonry,All amenities,75000,56.9559909,24.0695827
For rent,Šampēteris-Pleskodāle,Ventspils 65,1,25,2,3,Specpr.,Masonry,All amenities,250,56.9492021,23.9587415
For sale,Daugavgrīva,Parādes 3,3,65,1,5,Specpr.,Panel,All amenities,39000,57.04145835,24.03299132
For rent,centrs,Republikas laukums 3,1,43,3,7,Jaun.,Masonry,All amenities,37,56.9552522,24.09999913
For rent,Purvciems,Žagatu 20a,2,50,7,9,602,Panel,All amenities,350,56.96295835,24.18734441
For sale,centrs,Tomsona 9,3,127,2,3,Jaun.,Brick,All amenities,198000,56.96428355,24.12455415
For sale,Ķengarags,Maskavas 258,3,61,1,5,Hrušč.,Panel,All amenities,53500,56.8597884,24.3083417
Buying,centrs,,2,,,,,,,,46.3144754,11.0480288
For sale,centrs,Blaumaņa 36,2,55,3,5,P. kara,Masonry,All amenities,89000,56.95172905,24.12581489
For sale,Mangaļi,Ezera 19,1,25,2,2,P. kara,Masonry,All amenities,25000,57.021333,24.13098685
For sale,Purvciems,Kastrānes 2a,2,39,2,5,Hrušč.,Brick,All amenities,35500,56.97017405,24.17807106
Renting,centrs,,2,,,,,,,,46.3144754,11.0480288
For rent,Mežciems,Kaivas 15,2,42,4,5,Jaun.,Panel,All amenities,420,56.9541725,24.2443253
For sale,Jugla,Murjāņu 42,2,47.26,2,5,Hrušč.,Panel,All amenities,36500,56.9776497,24.24852774
For sale,Jugla,Juglas 29,3,57,4,5,Hrušč.,Panel,All amenities,52000,56.9820832,24.25121696
For rent,Ziepniekkalns,Ozolciema 54,1,44,3,9,M. ģim.,Panel,All amenities,230,56.9014001,24.09988556
For sale,Zolitūde,Gramzdas 21,1,46,6,9,119,Panel,All amenities,48000,56.9432218,24.00623187
For sale,centrs,Eksporta 2,3,59.7,5,4,Staļina,Panel-Brick,All amenities,101500,56.95619685,24.09881962
For sale,centrs,Katrīnas d. 17,2,59,1,6,Jaun.,Panel-Brick,All amenities,76000,56.9716816,24.1021951
For sale,Zolitūde,Augšzemes 7,3,75,2,4,Specpr.,Masonry,All amenities,125000,56.9438879,24.02163847
For sale,Āgenskalns,Melnsila 24,3,60,5,5,Hrušč.,Panel,All amenities,75000,56.94578335,24.06435045
For sale,Pļavnieki,Pļavnieku 5,2,51,6,9,602,Panel,All amenities,53950,56.94249375,24.21072764
For sale,centrs,Kalniņa 1,1,30.36,4,5,Renov.,Masonry,Without amenities,69990,56.949246,24.12082192
For sale,centrs,Cēsu 43,3,71,1,5,P. kara,Masonry,All amenities,129000,56.9663395,24.1442451
For rent,centrs,Zvaigžņu 24,1,20,3,5,P. kara,Masonry,All amenities,300,56.9607411,24.1497716
For rent,centrs,Dzirnavu 31,3,120,7,7,P. kara,Brick,All amenities,1300,56.9592805,24.1128099
For sale,centrs,Ģertrūdes 62,6,150,6,7,P. kara,Masonry,All amenities,219000,56.9512368,24.1334549
For sale,Ķengarags,Maskavas 256/7,2,47,4,5,LT proj.,Panel,All amenities,51000,56.9445851,24.1127805
For rent,centrs,Brīvības 156,1,32,5,5,Specpr.,Panel,All amenities,25,56.9651947,24.14276938
Renting,centrs,,1,,,,,,,,46.3144754,11.0480288
For sale,Mežciems,Gaiļezera 4,5,120,9,10,602,Panel,All amenities,87000,56.967948,24.23515863
For sale,Zolitūde,Gramzdas 17,2,61,6,9,119,Panel,All amenities,65000,56.94490875,24.00897532
For sale,Purvciems,Dzelzavas 88,2,51,3,5,LT proj.,Panel,All amenities,49000,56.9539408,24.2063673
For sale,Vecrīga,Vecpilsētas 3,3,127,5,5,P. kara,Brick,All amenities,178000,56.946815,24.1115359
For sale,Āgenskalns,Mūkusalas 29,3,85,2,4,Jaun.,Masonry,All amenities,159000,56.93693955,24.10193236
For rent,Āgenskalns,Tapešu 25,3,74,3,4,Specpr.,Brick-Panel,All amenities,420,56.94972565,24.04762149
For rent,centrs,Elizabetes 1,4,94,2,5,Renov.,Masonry,All amenities,600,56.95950265,24.09881037
For sale,Teika,Ropažu 14,3,74,2,10,Jaun.,Masonry,All amenities,121000,56.9767303,24.167658
For sale,centrs,Kazarmu 2a,1,31,3,5,P. kara,Masonry,All amenities,62000,56.9731021,24.1419
For rent,centrs,Ausekļa 7,6,160,2,5,Renov.,Masonry,All amenities,1600,56.96104425,24.09965576
For sale,centrs,Birznieka-Upīša 13,2,57,7,7,Jaun.,Panel,All amenities,140000,56.9493295,24.12648921
For rent,Mežciems,Hipokrāta 9,2,57,4,16,104,Brick-Panel,All amenities,350,56.96758455,24.23807802
For sale,centrs,Birznieka-Upīša 10,3,95,2,5,Renov.,Masonry,All amenities,225675,56.9488745,24.12660274
For sale,Vecmīlgrāvis,Kāvu 1,2,39,5,5,LT proj.,Panel,All amenities,31500,57.03317275,24.0993254
For sale,Purvciems,Stirnu 55,3,60,3,5,LT proj.,Panel,All amenities,51000,56.96423965,24.1939779
For rent,Āgenskalns,Kalnciema 1a,2,69,1,4,P. kara,Masonry,All amenities,350,56.94591245,24.08011887
For sale,Ķengarags,Rasas 2,3,60,1,5,LT proj.,Panel,All amenities,54500,56.9032733,24.19942425
For rent,Ziepniekkalns,Zaļenieku 22,1,33,2,2,Renov.,Masonry,All amenities,260,56.90813455,24.0977731
For sale,centrs,Blaumaņa 12,2,43,1,6,P. kara,Masonry,All amenities,104370,56.9548306,24.1221141
For rent,centrs,Rūpniecības 1,5,150,2,5,P. kara,Wood,All amenities,2200,56.9591583,24.10267411
For sale,Šķirotava,Malēju 4a,1,38,4,4,Specpr.,Brick,All amenities,21000,56.90687475,24.22091578
For sale,Purvciems,Vaidavas 15/1,2,82,1,7,Jaun.,Panel,All amenities,89000,56.9622136,24.1761063
For rent,Pļavnieki,J. Vācieša 2c,4,115,16,16,Specpr.,Panel,All amenities,550,NaN,NaN
For sale,Ķengarags,Rasas 4,2,49.6,4,5,LT proj.,Panel,All amenities,38000,56.90364565,24.2016746
For rent,Pļavnieki,Zebiekstes 3,2,59,7,9,119,Panel,All amenities,400,56.9467218,24.19378855
For sale,Purvciems,Stirnu 50b,3,56.1,1,4,Jaun.,Brick-Panel,All amenities,100000,56.9650621,24.1952933
For sale,Āgenskalns,Vīlipa 3,3,70.6,2,2,Renov.,Wood,All amenities,67600,56.94731475,24.06091526
For rent,centrs,Ģertrūdes 38,4,121,2,5,Renov.,Brick,All amenities,850,56.9538641,24.12866688
For rent,Torņakalns,Mūkusalas 56,1,25,2,3,Specpr.,Panel,All amenities,350,56.92972905,24.10660654
For sale,Ziepniekkalns,Ozolciema 32,2,50.2,2,9,602,Panel,All amenities,58000,56.89979805,24.09835015
Renting,centrs,,2,,,,,,,,46.3144754,11.0480288
For rent,centrs,Elizabetes 2a,4,95,3,5,P. kara,Masonry,All amenities,600,56.9581254,24.10804978
For sale,centrs,Čaka 52,5,120,5,5,P. kara,Masonry,All amenities,220000,56.9542909,24.1329719
For sale,Sarkandaugava,Tilta 11,1,30,4,5,Hrušč.,Brick,All amenities,26333,56.9961933,24.1291468
Buying,Ķengarags,,7,,,,,,,,46.3144754,11.0480288
Buying,Imanta,,7,,,,,,,,46.3144754,11.0480288
Buying,Ziepniekkalns,,,,,,,,,,46.3144754,11.0480288
Buying,Imanta,,,,10,1,,,,,46.3144754,11.0480288
Buying,Ķengarags,,,10,10,11,,,,,46.3144754,11.0480288
For sale,centrs,Klusā 21,1,20,4,5,P. kara,Masonry,All amenities,34000,56.9758898,24.14539138
For rent,centrs,Bruņinieku 75,1,17,1,5,Specpr.,Brick-Panel,All amenities,140,56.95304725,24.13817181
For sale,Purvciems,Stirnu 5,3,78,2,9,119,Brick,All amenities,67000,56.95133675,24.18268403
For sale,Ķengarags,Lokomotīves 32,3,67,1,2,Staļina,Masonry,All amenities,45000,56.9129169,24.19312025
For sale,centrs,Grostonas 17,3,94,5,8,Jaun.,Panel,All amenities,198000,56.96998705,24.12421088
For sale,Čiekurkalns,Čiekurkalna 1. l. 54,2,41,2,2,Staļina,Masonry,Partial amenities,25500,NaN,NaN
For sale,centrs,Barona 64,4,123,4,6,P. kara,Masonry,All amenities,260000,56.9554028,24.1300127
For sale,centrs,Lāčplēša 54,3,56.2,2,6,P. kara,Masonry,All amenities,110000,56.9513816,24.1289619
For rent,centrs,Cēsu 8,3,87,4,6,P. kara,Masonry,All amenities,500,56.96408475,24.13806333
For sale,centrs,Indrānu 15,2,54,1,5,P. kara,Masonry,All amenities,98000,56.9688549,24.14512207
For sale,centrs,Čaka 46,4,102.7,2,4,P. kara,Masonry,All amenities,123000,56.95362985,24.13240646
For sale,centrs,Čaka 46,3,80.8,4,4,P. kara,Masonry,All amenities,104000,56.95362985,24.13240646
For sale,Pļavnieki,J. Vācieša 4,2,50,6,9,602,Panel,All amenities,44000,NaN,NaN
For sale,Purvciems,Deglava 122,3,78,6,9,119,Panel-Brick,All amenities,82900,56.94708265,24.19762764
For sale,Bolderāja,Dolomīta 2,1,34,5,5,Hrušč.,Brick,All amenities,28500,57.0264399,24.0391971
For sale,Purvciems,Deglava 108,3,75,6,9,119,Panel,All amenities,78000,56.94719075,24.18675673
For rent,centrs,Pulkv. Brieža 35,4,116,6,7,Jaun.,Masonry,All amenities,1200,NaN,NaN
For rent,Teika,Kastrānes 16,1,38,2,4,Specpr.,Brick-Panel,All amenities,330,56.96806095,24.17694482
For sale,Pļavnieki,Ilūkstes 6,1,42,6,9,M. ģim.,Panel,All amenities,42000,56.9339826,24.19705084
For sale,Purvciems,Dzelzavas 25,3,62,7,9,602,Panel,All amenities,65000,56.95966275,24.17849662
For sale,Pļavnieki,Jasmuižas 11,2,50,5,8,602,Panel,All amenities,60000,56.936719,24.21155532
For rent,centrs,Brīvības iela 90,2,59,5,6,P. kara,Masonry,All amenities,550,56.9597768,24.1297391
For sale,Daugavgrīva,Zvīņu 3,2,60,2,2,Specpr.,Wood,Partial amenities,16790,57.0364757,24.02538543
For rent,Ķengarags,Maskavas 280,1,34,1,5,LT proj.,Brick-Panel,All amenities,20,56.8597884,24.3083417
For sale,Imanta,Anniņmuižas bulvāris 54,3,63,1,9,602,Panel,All amenities,53000,56.9576685,24.008248
For sale,Ziepniekkalns,Komētas 26,3,77,1,4,Jaun.,Panel,All amenities,109000,56.914968,24.12289
For rent,Teika,Caunes 10 k1,3,75,8,9,Specpr.,Panel-Brick,All amenities,410,56.9802132,24.187768
For sale,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 45,2,50,1,5,LT proj.,Panel,All amenities,29999,NaN,NaN
For sale,Ziepniekkalns,Ozolciema 24/k1,1,46,5,10,119,Masonry,All amenities,44500,56.8990307,24.0785989
Renting,,,1,,,,,,All amenities,,46.3144754,11.0480288
For rent,centrs,Rūpniecības 34,5,159,3,7,Jaun.,Masonry,All amenities,1500,56.9611987,24.1032565
For sale,centrs,Brīvības iela 114,2,62,4,6,Renov.,Brick,All amenities,113000,56.9619771,24.1348346
For rent,Āgenskalns,Liepājas 34,3,58,3,4,Renov.,Masonry,All amenities,500,56.9313946,24.07062712
For sale,Ziepniekkalns,Līvciema 9,3,75,7,7,Specpr.,Panel,All amenities,65000,56.90957185,24.0976416
For sale,centrs,Birznieka-Upīša 13,2,55,4,7,Jaun.,Panel-Brick,All amenities,120000,56.9493295,24.12648921
For rent,centrs,Pērnavas 19,1,18,3,5,Specpr.,Masonry,All amenities,220,56.9629237,24.1513342
For sale,Maskavas priekšpilsēta,Katoļu 9,2,38,4,5,P. kara,Masonry,All amenities,49600,56.94181855,24.13600436
For sale,Āgenskalns,Smiļģa 9,2,46,1,4,Renov.,Masonry,All amenities,80597,56.9348145,24.0753412
For sale,Purvciems,Dzelzavas 68,3,80,13,16,Specpr.,Masonry,All amenities,110000,56.95650225,24.18677831
For sale,Ziepniekkalns,Pīpeņu 10,2,59,2,5,Specpr.,Panel,All amenities,47488,56.91064295,24.09951606
For sale,Grīziņkalns,Dārzaugļu 1,4,108,2,6,Renov.,Panel-Brick,All amenities,140400,56.96528365,24.1511346
For rent,centrs,Bruņinieku 111,1,8,1,4,Renov.,Masonry,All amenities,120,56.9502926,24.14356492
For rent,Pļavnieki,Ulbrokas 8,1,42,4,5,M. ģim.,Panel,All amenities,240,56.94060485,24.2179315
For sale,Purvciems,Varavīksnes g. 6,3,64,2,9,602,Panel,All amenities,68000,56.950443,24.2008902
For rent,centrs,Brīvības iela 148,1,28,2,5,P. kara,Masonry,All amenities,30,56.964231,24.14057637
For sale,centrs,"Valdemāra 23, k2",3,95,1,6,Renov.,Masonry,All amenities,220000,56.9744532,24.1354959
For sale,Teika,Pudiķa 24,4,138,1,2,Priv. m.,Masonry,All amenities,180000,56.97638375,24.17944935
For sale,Zolitūde,Lejiņa 3,2,58,5,9,119,Panel,All amenities,65000,56.94716445,24.01443719
For sale,centrs,Alūksnes 2,2,49,3,5,Staļina,Masonry,All amenities,68000,56.96925335,24.0988694
For sale,Ziepniekkalns,Komētas 34,3,76.6,1,4,Jaun.,Panel-Brick,All amenities,119000,56.914968,24.12289
For rent,Mangaļi,Viestura pr. 24,2,46,1,5,LT proj.,Panel,All amenities,250,NaN,NaN
For rent,Āgenskalns,Melnsila 18,1,31,4,5,Specpr.,Panel,All amenities,260,56.94540965,24.06649619
Buying,Zolitūde,,4,,,,,,,,46.3144754,11.0480288
Buying,Purvciems,,4,90,,,,,,,46.3144754,11.0480288
Buying,Teika,,4,150,,,,,,,46.3144754,11.0480288
For rent,centrs,Rūjienas 6,2,56,1,2,P. kara,Wood,Partial amenities,240,56.9525161,24.1526998
For sale,Vecrīga,Šķūņu 6,1,15,3,4,P. kara,Masonry,All amenities,49990,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,1,32,3,4,P. kara,Masonry,All amenities,79990,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,1,15,2,4,P. kara,Masonry,All amenities,49990,56.9487783,24.1075908
For sale,Āgenskalns,Augļu 11,3,67,1,5,103,Brick-Panel,All amenities,79000,56.93821515,24.07955375
For rent,centrs,Bruņinieku 12,4,127,4,5,P. kara,Masonry,All amenities,870,56.9583184,24.1272766
For sale,Ziepniekkalns,Valdeķu 54,3,63,9,4,602,Panel,All amenities,79000,56.9094064,24.0954157
For rent,Mežaparks,Viestura pr. 63,2,47,9,9,Specpr.,Brick,All amenities,450,56.9984366,24.1328951
For rent,Āgenskalns,St. Rusas 22,3,85,3,3,Jaun.,Panel-Brick,All amenities,700,56.9433252,24.09142489
For rent,Bolderāja,Platā 10,1,43.4,5,5,M. ģim.,Panel,All amenities,220,57.02680235,24.04252254
For rent,Imanta,Dubultu 23,3,55,2,5,LT proj.,Panel,All amenities,350,56.9573366,24.00499422
For sale,centrs,Pērnavas 6,2,68,4,5,Staļina,Masonry,All amenities,103000,56.9659858,24.1480106
For sale,centrs,Skolas 38,4,190,6,6,P. kara,Masonry,All amenities,240000,48.2969502,-100.7081938
Change,Daugavgrīva,,2,45,3,5,103,Panel-Brick,All amenities,,46.3144754,11.0480288
Buying,centrs,,2,,,,P. kara,Masonry,All amenities,,46.3144754,11.0480288
For sale,Purvciems,Viršu 7,2,58,5,9,119,Panel,All amenities,67000,56.9521361,24.1780367
For sale,Torņakalns,Vaiņodes 24a,3,59,1,5,LT proj.,Panel,All amenities,51970,56.9146722,24.0918129
For rent,Daugavgrīva,Birzes 40,1,32,4,5,104,Brick-Panel,All amenities,240,57.0372828,24.02824935
For sale,centrs,Miera 105,2,48.4,1,6,Renov.,Masonry,All amenities,110000,56.9665763,24.1337504
For sale,Jugla,Malienas 72,3,59,4,5,LT proj.,Panel,All amenities,49500,56.97560265,24.2517778
For sale,Ziepniekkalns,Bērzupes 24a,3,59,1,5,LT proj.,Panel,All amenities,51970,56.914774,24.0943957
For rent,centrs,Baznīcas 13,3,106,5,6,Renov.,Masonry,All amenities,950,56.9563689,24.1185508
For rent,Pļavnieki,Salnas 14,4,73,8,9,602,Panel,All amenities,450,56.94212835,24.22304075
For sale,Āgenskalns,Daugavgrīvas 68 a,3,70,5,5,Staļina,Masonry,All amenities,98500,57.0164335,24.0628649
For sale,Vecmīlgrāvis,Meldru 24,3,57,3,5,LT proj.,Panel-Brick,All amenities,34900,57.03262235,24.09540703
For rent,centrs,Raiņa bulv. 31,3,43,3,5,P. kara,Brick,All amenities,550,NaN,NaN
For rent,Zolitūde,Zolitūdes 46,1,42,6,9,119,Panel,All amenities,35,56.94224055,24.00608458
For sale,centrs,Hospitāļu 40,4,108,1,5,Staļina,Brick,All amenities,115000,56.97588635,24.13917252
For rent,Imanta,Imantas 1,2,82,2,3,Priv. m.,Brick,All amenities,290,56.95160125,24.02507419
For rent,centrs,Klijānu 6,3,200,8,9,Jaun.,Masonry,All amenities,1300,56.9726557,24.14931172
For rent,Imanta,Dammes 26,2,38,5,5,LT proj.,Panel,All amenities,300,56.9641893,24.01145446
For rent,centrs,Ganību d. 13,3,70,5,6,Jaun.,Brick-Panel,All amenities,600,56.9928319,24.1224521
For rent,centrs,Klijānu 6,1,35,5,9,Jaun.,Panel-Brick,All amenities,400,56.9726557,24.14931172
For rent,centrs,Sadovņikova 39,2,45,3,5,Specpr.,Brick,All amenities,40,56.9412328,24.1350589
For rent,centrs,Klijānu 6,2,70,8,9,Jaun.,Panel-Brick,All amenities,750,56.9726557,24.14931172
For sale,Čiekurkalns,Skultes 5,2,38,2,3,Renov.,Masonry,All amenities,40700,56.9849578,24.183134
For rent,Grīziņkalns,Zvaigžņu 18,3,70,4,5,103,Brick,All amenities,520,56.96000855,24.14835342
For rent,Vecmīlgrāvis,Kalngales 1,1,34,8,9,602,Panel,All amenities,210,57.03824475,24.09934236
For sale,Ziepniekkalns,Ozolciema 52,1,41,2,9,M. ģim.,Panel,All amenities,65000,56.9010096,24.09997564
For rent,Ziepniekkalns,Tīraines 10,2,36,2,4,602,Brick-Panel,All amenities,250,56.894617,24.0770017
For sale,Zolitūde,Zolitūdes 38/3,3,83,9,9,119,Panel,All amenities,72300,56.9461963,24.0014164
For sale,Purvciems,Vairoga 11,3,75,1,3,Staļina,Brick,All amenities,85454,56.9693735,24.169398
For sale,Teika,Ropažu 74,3,66,2,5,103,Brick-Panel,All amenities,62000,56.98189375,24.18487101
For sale,Jugla,Skrudalienas 15,2,48,1,2,Specpr.,Panel-Brick,All amenities,36500,56.9804249,24.25141255
For sale,Mangaļi,Mores 17,2,65,1,3,Jaun.,Masonry,All amenities,90628,57.0200178,24.1371463
For sale,centrs,Ganību d. 16,1,15.8,1,2,Specpr.,Brick,Partial amenities,5300,56.9928319,24.1224521
Buying,Āgenskalns,,,,,,,,,,46.3144754,11.0480288
For sale,centrs,Tērbatas 65,4,124,4,5,P. kara,Masonry,All amenities,177777,56.9581924,24.1306619
For sale,Vecrīga,Vāgnera 12,4,136,2,2,P. kara,Masonry,All amenities,227700,56.94881585,24.11147386
For rent,Ķengarags,Aglonas 12,3,60,1,5,LT proj.,Panel,All amenities,350,56.91125405,24.18596087
For sale,centrs,Zvaigžņu 2b,1,25,2,5,P. kara,Brick,Partial amenities,18000,56.9584765,24.1461519
For rent,Mežciems,Kaivas 50/1,3,70,5,5,Jaun.,Panel,All amenities,540,56.9541725,24.2443253
For rent,centrs,Bruņinieku 104,2,47,3,5,P. kara,Brick,All amenities,450,56.9494342,24.14454782
For rent,Sarkandaugava,Sīmaņa 6,1,27,2,2,P. kara,Brick,All amenities,220,56.9927416,24.12832157
For sale,Vecrīga,Meistaru 8,4,82,4,5,P. kara,Masonry,All amenities,139000,56.9503847,24.1085452
For sale,Jugla,Murjāņu 56,2,46,2,5,LT proj.,Panel,All amenities,38000,56.97782785,24.25241215
For sale,Vecrīga,Bīskapa gāte 3,2,58,5,5,Staļina,Masonry,All amenities,100000,56.948717,24.10260143
For sale,Purvciems,Madonas 25,4,97,5,9,119,Brick-Panel,All amenities,94800,56.960424,24.1732897
Buying,Imanta,,,9,99,9,,Panel,All amenities,,46.3144754,11.0480288
Buying,Iļģuciems,,,10,9,1,,,,,46.3144754,11.0480288
